Model	Dog_1	Dog_2	Dog_3	Dog_4	Dog_5	Patient_1	Patient_2	all
SVC_ica_emvar-Sphs	0.56894214876	0.965259020424	0.815260330579	0.761771725836	0.945614325069	0.752179601444	0.589400826446	0.835521454568
RF_ica_phase-low_gamma-dif	0.613828512397	0.908770754924	0.640433884298	0.70687498542	0.78979338843	0.764545911605	0.444173553719	0.753662339053
RF_csp_phase-high_gamma-dif	0.642886363636	0.891859677861	0.681935950413	0.610840573335	0.826438016529	0.834293157823	0.510454545455	0.769903890265
AB_csp_phase-delta-dif	0.541524793388	0.926590747374	0.748157024793	0.658541702075	0.834953168044	0.839635038164	0.407975206612	0.60738699269
SVC_csp_emvar-COHphs	0.601446280992	0.959278717092	0.820090909091	0.783134512395	0.946809917355	0.690759403995	0.590578512397	0.840597149586
AB_csp_ampcorrcoef-low_gamma	0.452597107438	0.827239417632	0.678188016529	0.534381492257	0.882187327824	0.795237442296	0.642169421488	0.63455630486
SVC_ica_mvar-GPDCphs	0.563731404959	0.989276203584	0.836053719008	0.819680240211	0.955129476584	0.858453025732	0.584256198347	0.859979661743
SVC_csp_emvar-S	0.72130785124	0.951699984854	0.817355371901	0.68005732015	0.935151515152	0.594794094794	0.602975206612	0.83088349084
XT_csp_mvar-Hphs	0.555229338843	0.811324129236	0.70226446281	0.705283151542	0.816986225895	0.861972382193	0.45673553719	0.753848518213
SVC_ica_psd_logfBB	0.800675619835	0.976930756178	0.826890495868	0.760284067998	0.840027548209	0.858181646785	0.818016528926	0.860949934245
XT_ica_emvar-eARF	0.48698553719	0.74419738753	0.664004132231	0.685581649554	0.759300275482	0.810416095343	0.467892561983	0.709927745665
XT_csp_pwling2	0.626487603306	0.774421720765	0.617966942149	0.48386661068	0.739517906336	0.628506501668	0.383161157025	0.686379943114
AB_csp_cov	0.692396694215	0.782530444105	0.607311983471	0.383556648637	0.81208815427	0.807755153343	0.312851239669	0.582025644555
RF_csp_emvar-Hphs	0.544142561983	0.78034118322	0.69791322314	0.753255817829	0.820107438017	0.822271070433	0.441962809917	0.754335948252
AB_csp_phase-high_gamma-sync	0.621502066116	0.986025358123	0.746152892562	0.642809687105	0.903068870523	0.693148967046	0.664256198347	0.705962014864
SVC_csp_emvar-eP	0.612533057851	0.993118571279	0.800016528926	0.786812599769	0.979250688705	0.883365613145	0.716652892562	0.859730479861
RF_ica_lmom-5	0.547723140496	0.627632230795	0.611469008264	0.591603764468	0.58729476584	0.647335915718	0.587623966942	0.649911612686
SVC_ica_emvar-DTFphs	0.576710743802	0.984637234539	0.832847107438	0.819042186964	0.952892561983	0.858601569999	0.615289256198	0.859451631648
SVC_csp_mvar-P	0.61429338843	0.99302065395	0.798900826446	0.787998393703	0.979256198347	0.883334190319	0.716652892562	0.859832247607
XT_csp_emvar-P	0.518766528926	0.893317911436	0.703035123967	0.653797393266	0.896303030303	0.909343720005	0.580082644628	0.76970486589
XT_ica_phase-delta-dif	0.567811983471	0.860176741272	0.681006198347	0.666436252995	0.814655647383	0.771401800814	0.40402892562	0.735295287029
AB_ica_emvar-eDCphs	0.529727272727	0.919853236419	0.75597107438	0.827451719438	0.805338842975	0.847760695187	0.347148760331	0.647834510811
AB_ica_emvar-Hphs	0.512466942149	0.976066115595	0.796227272727	0.816075435983	0.91067768595	0.77302864619	0.469132231405	0.656730281066
SVC_ica_emvar-P	0.607493801653	0.991143190239	0.820770661157	0.789967540799	0.965068870523	0.857288952877	0.622107438017	0.862478667768
RF_ica_emvar-ePCOH	0.598818181818	0.858049800379	0.725338842975	0.721453165772	0.905297520661	0.79673573975	0.571694214876	0.797243860293
XT_ica_psd_logf	0.623561983471	0.810216938653	0.730539256198	0.67578510276	0.882426997245	0.847057966543	0.633801652893	0.769326926018
SVC_csp_emvar-P	0.612533057851	0.993118571279	0.800020661157	0.786812599769	0.979250688705	0.883365613145	0.716652892562	0.85973063278
SVC_csp_pwling4	0.678239669421	0.738445089579	0.705797520661	0.496270457795	0.838917355372	0.598781937017	0.508925619835	0.706376425972
AB_csp_emvar-eSphs	0.627520661157	0.980007904384	0.82170661157	0.781158733491	0.890170798898	0.728202557247	0.647417355372	0.667462152491
XT_ica_phase-delta-sync	0.609396694215	0.763074527216	0.67269214876	0.671702508423	0.860906336088	0.832019287902	0.452975206612	0.747512539377
XT_ica_ilingam-causalindex	0.537977272727	0.575398709897	0.499898760331	0.505149982171	0.580347107438	0.408041101056	0.38826446281	0.537910893966
XT_ica_mvar-COHphs	0.567659090909	0.93750234193	0.776946280992	0.646640072783	0.835630853994	0.846629473468	0.476900826446	0.784842416735
RF_csp_corrcoef	0.674983471074	0.859085673028	0.676745867769	0.521428504777	0.815787878788	0.592907296951	0.30555785124	0.715886090467
RF_csp_emvar-COH	0.61276446281	0.920595948727	0.674074380165	0.619764987386	0.85570523416	0.817022030257	0.40847107438	0.761034575037
RF_csp_phase-alpha-dif	0.58648553719	0.74820512014	0.623754132231	0.561924590677	0.758132231405	0.81845748206	0.397603305785	0.693141725541
XT_csp_emvar-eCOH	0.582464876033	0.970968350122	0.693731404959	0.680325025244	0.871606060606	0.827412987339	0.551859504132	0.792982613084
RF_csp_ampcorrcoef-high_gamma	0.48580785124	0.566132826582	0.627214876033	0.657965301314	0.692016528926	0.728881004616	0.359896694215	0.641046732116
RF_csp_mvar-P	0.571597107438	0.907803981538	0.707545454545	0.666056440352	0.88220661157	0.888139026007	0.69617768595	0.793980105208
XT_ica_pib	0.641299586777	0.807170876487	0.80722107438	0.580886995991	0.843115702479	0.814452500114	0.696797520661	0.771635700523
