Model	Dog_1	Dog_2	Dog_3	Dog_4	Dog_5	Patient_1	Patient_2	all
XT_ica_var	0.593185950413	0.619592335548	0.651030991736	0.488990398875	0.811366391185	0.666283879519	0.562148760331	0.672864100682
AB_ica_phase-alpha-dif	0.526838842975	0.926293494818	0.679873966942	0.731866570689	0.880374655647	0.831947872389	0.513842975207	0.648464920329
RF_csp_mvar-Sphs	0.507803719008	0.857273241018	0.692702479339	0.644254054901	0.807925619835	0.810526075232	0.484628099174	0.751661926171
RF_ica_mvar-PCOHphs	0.559365702479	0.872434156759	0.704349173554	0.674998383705	0.847391184573	0.834938754056	0.607190082645	0.786105988317
XT_csp_psd_logfBB	0.601524793388	0.852354546914	0.692621900826	0.700782953254	0.779639118457	0.868452625806	0.550537190083	0.763705921033
XT_csp_emvar-PDCphs	0.511384297521	0.834993942536	0.659287190083	0.678410998804	0.792280991736	0.873443141825	0.482417355372	0.736216166621
AB_csp_emvar-ePCOH	0.706710743802	0.952938200262	0.820861570248	0.746903645495	0.87676584022	0.745119463869	0.552954545455	0.671136648622
XT_ica_coher_logf	0.601923553719	0.942908527268	0.693349173554	0.644224428381	0.867584022039	0.859338578089	0.523780991736	0.781135578188
AB_ica_emvar-GPDC	0.46767768595	0.974491303206	0.788566115702	0.810223681886	0.948391184573	0.742632775721	0.502830578512	0.667714775056
SVC_csp_ampcorrcoef-low_gamma-eig	0.444123966942	0.699003314004	0.703938016529	0.653177235902	0.669666666667	0.802838909457	0.526818181818	0.671093296021
AB_csp_mvar-P	0.638260330579	0.954145157066	0.677351239669	0.729477220239	0.905961432507	0.925016568399	0.537004132231	0.678277441355
RF_csp_pib_ratio	0.571867768595	0.785918822491	0.762214876033	0.718566762978	0.711223140496	0.84834630239	0.590144628099	0.736240557238
XT_ica_lmom-5	0.617561983471	0.736145067728	0.58027892562	0.630517980864	0.603421487603	0.736675293661	0.563409090909	0.687625240848
XT_csp_emvar-ARF	0.546119834711	0.780149342169	0.642869834711	0.678940710303	0.832550964187	0.856359122903	0.649070247934	0.759705095269
SVC_csp_ampcorrcoef-beta-eig	0.539053719008	0.367193089817	0.575409090909	0.765894410952	0.680198347107	0.694594417021	0.317024793388	0.593023518977
RF_ica_mvar-H	0.5225	0.927317781077	0.722448347107	0.673308605687	0.843371900826	0.822381050322	0.492252066116	0.765418692846
XT_csp_emvar-eGphs	0.487181818182	0.679725063326	0.644681818182	0.653992348427	0.804242424242	0.807689451072	0.398801652893	0.706235281524
AB_csp_emvar-eGphs	0.509049586777	0.922454824908	0.750181818182	0.75515168178	0.875674931129	0.809000639883	0.369545454545	0.644071856745
AB_ica_mvar-DC	0.584342975207	0.981932255999	0.816921487603	0.783744138848	0.959636363636	0.705692387678	0.576590909091	0.694735296816
RF_csp_ilingam-connweights	0.498237603306	0.612624797756	0.572035123967	0.63166098464	0.646619834711	0.601274338407	0.454173553719	0.657707052635
AB_ica_emvar-eCOH	0.594768595041	0.995502705398	0.709652892562	0.703335199571	0.924809917355	0.858367327117	0.514545454545	0.706819585895
SVC_csp_xcorr-ypeak	0.76055785124	0.952421767703	0.811245867769	0.659048818772	0.901856749311	0.86325928973	0.510578512397	0.845821482093
XT_csp_mvar-P	0.536638429752	0.896477742099	0.707283057851	0.661533913866	0.896878787879	0.909343720005	0.580082644628	0.77388667156
XT_csp_emvar-PDC	0.52029338843	0.89763223967	0.738977272727	0.598071576871	0.810374655647	0.823926482015	0.47173553719	0.754173242193
AB_csp_pwling5	0.538516528926	0.543437946446	0.599400826446	0.700515181508	0.575845730028	0.564736733854	0.359173553719	0.478166192617
AB_ica_emvar-eARF	0.479016528926	0.894435110689	0.744574380165	0.762135042274	0.858071625344	0.800822135381	0.398553719008	0.623961066765
AB_csp_emvar-P	0.585078512397	0.9712951603	0.713714876033	0.726314814259	0.897520661157	0.925016568399	0.537004132231	0.67882932685
SVC_csp_ampcorrcoef-low_gamma	0.479648760331	0.859092797426	0.72632231405	0.681008967937	0.888336088154	0.785507792861	0.42632231405	0.760723690247
RF_csp_emvar-PDC	0.557878099174	0.849022498109	0.67152892562	0.661026863821	0.785936639118	0.800279377485	0.478760330579	0.738428907851
SVC_csp_pwling2	0.680243801653	0.794858807748	0.754657024793	0.54607476947	0.796181818182	0.494109648521	0.460123966942	0.705738446952
XT_ica_emvar-ePDC	0.50920661157	0.697834395074	0.649404958678	0.639453758969	0.81491184573	0.92559074912	0.345165289256	0.707286601217
AB_ica_emvar-eDPDC	0.553239669421	0.853577034412	0.76147107438	0.66334789665	0.837019283747	0.758594142785	0.372603305785	0.6246592195
XT_ica_lmom-6	0.608873966942	0.705927538416	0.709683884298	0.720330190723	0.633360881543	0.745846473788	0.544090909091	0.705264397345
RF_ica_emvar-Hphs	0.544419421488	0.853618597508	0.677466942149	0.765620207352	0.821093663912	0.888714635038	0.38708677686	0.76885096492
XT_csp_emvar-eS	0.597446280992	0.912536726394	0.760729338843	0.698066311415	0.899275482094	0.815116664381	0.550495867769	0.78426300578
AB_ica_ampcorrcoef-high_gamma-eig	0.480444214876	0.411600891136	0.743743801653	0.754309042254	0.59555922865	0.653366241602	0.563181818182	0.565361577515
AB_ica_ampcorrcoef-delta	0.526535123967	0.678724566146	0.877355371901	0.64098763951	0.793526170799	0.850988676356	0.443326446281	0.627007217788
XT_csp_lmom-2	0.597640495868	0.659621294623	0.643954545455	0.614131416441	0.875782369146	0.728919568993	0.531611570248	0.717304798605
RF_csp_ampcorrcoef-beta	0.567404958678	0.483898565141	0.581935950413	0.577800505884	0.75650137741	0.783568147539	0.625516528926	0.656772869071
AB_csp_corrcoef	0.690619834711	0.814689778575	0.777685950413	0.512323232323	0.808099173554	0.533655274464	0.423719008264	0.580492399914
XT_ica_ampcorrcoef-alpha-eig	0.564345041322	0.651286759921	0.533545454545	0.681710873166	0.647980716253	0.675063702637	0.579752066116	0.6765054898
SVC_ica_mvar-PCOH	0.608783057851	0.991973194909	0.881074380165	0.774573681387	0.959008264463	0.833404748846	0.613925619835	0.867274826437
SVC_ica_corrcoef	0.771599173554	0.945433916748	0.810276859504	0.609999833372	0.932600550964	0.777019345034	0.607851239669	0.851004144111
SVC_ica_emvar-eDDCphs	0.619004132231	0.822979126353	0.70682231405	0.733709780084	0.852531680441	0.706040895379	0.503553719008	0.759301159128
XT_csp_emvar-Hphs	0.555229338843	0.811324129236	0.70226446281	0.705283151542	0.816986225895	0.861972382193	0.45673553719	0.753848518213
XT_csp_phase-theta-dif	0.535973140496	0.741556923002	0.65052892562	0.636178079042	0.712630853994	0.897481603364	0.247933884298	0.696852081231
XT_ica_lmom-1	0.453617768595	0.805109978022	0.527524793388	0.562143540319	0.598578512397	0.422776977924	0.621219008264	0.653501850323
SVC_csp_emvar-eDCphs	0.356123966942	0.892991964074	0.730574380165	0.744316873786	0.931964187328	0.853074009324	0.319958677686	0.790777441355
AB_csp_phase-low_gamma-sync	0.613743801653	0.972710746097	0.788772727273	0.769097574225	0.848022038567	0.484728506787	0.534524793388	0.649875447289
RF_ica_mvar-GPDCphs	0.535142561983	0.839000812329	0.64773553719	0.719450026494	0.82726446281	0.953976987065	0.454938016529	0.754754182341
AB_ica_lmom-3	0.595136363636	0.846938969204	0.701768595041	0.579934615039	0.579818181818	0.563138454683	0.592603305785	0.554467535248
RF_ica_PSDcorrcoefeig	0.494657024793	0.632285128162	0.548088842975	0.577900716169	0.44647107438	0.7628733603	0.440991735537	0.61673723889
SVC_ica_ampcorrcoef-delta-eig	0.475607438017	0.661704281186	0.843694214876	0.713258283928	0.791272727273	0.82191542118	0.580785123967	0.760163164816
RF_ica_emvar-eCOHphs	0.532332644628	0.949925935845	0.711355371901	0.661522616465	0.772008264463	0.842808743544	0.398409090909	0.753802948283
AB_ica_pib_ratio	0.628334710744	0.922207295226	0.765450413223	0.751841009901	0.78376584022	0.88254290644	0.478450413223	0.686919442151
AB_ica_emvar-DCphs	0.512466942149	0.976066115595	0.796227272727	0.816075435983	0.91067768595	0.77302864619	0.469132231405	0.656730281066
XT_csp_corrcoef	0.685898760331	0.855489134036	0.720909090909	0.566653403051	0.822066115702	0.756258855524	0.437314049587	0.752737942319
SVC_ica_mvar-DC	0.588958677686	0.967906584699	0.840747933884	0.776719054617	0.977603305785	0.898150052562	0.549173553719	0.852850949628
AB_csp_emvar-GPDC	0.637574380165	0.963065987799	0.712136363636	0.775567152888	0.905966942149	0.695605660679	0.487479338843	0.637777930697
AB_ica_phase-delta-dif	0.658628099174	0.93523498384	0.674384297521	0.682926326945	0.790892561983	0.740627428127	0.330247933884	0.595756567881
SVC_ica_mvar-ARF	0.495989669421	0.987697323632	0.828272727273	0.771410975476	0.978228650138	0.790441176471	0.46132231405	0.858116799706
XT_csp_emvar-ePCOH	0.611595041322	0.868084033973	0.708588842975	0.626406893081	0.905931129477	0.867488516386	0.503119834711	0.777036195981
SVC_ica_emvar-DTF	0.570369834711	0.93583947297	0.870652892562	0.750129970107	0.970947658402	0.863680641254	0.615495867769	0.848198382115
XT_csp_phase-beta-dif	0.656285123967	0.893350649153	0.683055785124	0.668133329334	0.903997245179	0.856411970383	0.424731404959	0.779761598923
SVC_csp_ampcorrcoef-beta	0.663991735537	0.726120842803	0.660272727273	0.788544768037	0.878754820937	0.871976267197	0.451818181818	0.755026072728
AB_ica_lmom-2	0.697545454545	0.744499767681	0.654425619835	0.565858619184	0.801289256198	0.619051087801	0.524462809917	0.595374728568
AB_csp_psd_logfBB	0.585078512397	0.939105577955	0.759070247934	0.808343114417	0.837179063361	0.706453677042	0.694214876033	0.723257026639
AB_csp_pib	0.678219008264	0.873617620307	0.793483471074	0.739994901173	0.837454545455	0.631700203391	0.62597107438	0.696511683029
SVC_csp_emvar-DTFphs	0.452518595041	0.941960242803	0.868402892562	0.814885776271	0.955300275482	0.839997828968	0.600743801653	0.839617319632
RF_ica_phase-theta-sync	0.574080578512	0.735073721	0.66670661157	0.689806544495	0.897402203857	0.757424356689	0.44076446281	0.735996268771
SVC_ica_mvar-Sphs	0.553239669421	0.963613851525	0.834252066116	0.760823543918	0.943961432507	0.739781868458	0.591714876033	0.83836957519
SVC_ica_phase-low_gamma-sync	0.734892561983	0.998957471339	0.710268595041	0.83179185454	0.885661157025	0.909626525435	0.687314049587	0.859519757164
RF_ica_emvar-eDPDCphs	0.493421487603	0.867872693273	0.645929752066	0.717260063519	0.810820936639	0.907821141277	0.451033057851	0.750307826406
SVC_ica_pib	0.755714876033	0.908329362735	0.900487603306	0.681934588378	0.920275482094	0.86575740436	0.678512396694	0.847493806771
RF_ica_emvar-ePphs	0.504838842975	0.841010558111	0.712092975207	0.686593050265	0.844977961433	0.867986996663	0.634111570248	0.780313255039
RF_ica_emvar-PDC	0.553425619835	0.924897753798	0.704295454545	0.620076682363	0.810639118457	0.890891379862	0.626776859504	0.778572193168
RF_csp_emvar-ARF	0.551229338843	0.875436165987	0.690055785124	0.727067974366	0.763143250689	0.887971913707	0.615351239669	0.775536211273
SVC_csp_emvar-eSphs	0.588520661157	0.959625840432	0.826652892562	0.7849108705	0.946159779614	0.706945015769	0.587024793388	0.840233966419
XT_csp_emvar-ePDCphs	0.471853305785	0.778888003283	0.642117768595	0.675735080931	0.831730027548	0.781945587093	0.432644628099	0.722157613848
XT_ica_emvar-ePDCphs	0.539219008264	0.838486968219	0.607254132231	0.656902579073	0.818724517906	0.883531297134	0.401301652893	0.729846163257
XT_csp_emvar-S	0.597446280992	0.912536726394	0.760729338843	0.698066311415	0.899275482094	0.815116664381	0.550495867769	0.78426300578
SVC_ica_emvar-eGphs	0.594229338843	0.904519560194	0.821566115702	0.712763897637	0.954099173554	0.801339183692	0.373429752066	0.807615989234
SVC_csp_emvar-eGphs	0.356123966942	0.892991964074	0.730574380165	0.744316873786	0.931964187328	0.853074009324	0.319958677686	0.790777441355
RF_ica_mvar-COHphs	0.512239669421	0.937521397845	0.704398760331	0.619587394899	0.770760330579	0.838845182595	0.428285123967	0.751008731688
RF_ica_psd_logfBB	0.591458677686	0.837747707177	0.680966942149	0.709434963292	0.807870523416	0.806652497829	0.631797520661	0.754879576108
XT_ica_phase-alpha-dif	0.565320247934	0.725380053343	0.644657024793	0.61730721934	0.796239669421	0.874364401938	0.277768595041	0.70644026975
RF_ica_emvar-ePCOHphs	0.504838842975	0.841010558111	0.712092975207	0.686593050265	0.844977961433	0.867986996663	0.634111570248	0.780313255039
AB_ica_mvar-S	0.596615702479	0.969248436675	0.744590909091	0.737244633734	0.869327823691	0.781124308698	0.502809917355	0.672617594886
RF_ica_phase-alpha-dif	0.563022727273	0.745505392454	0.605245867769	0.576898546668	0.835829201102	0.807822283925	0.415702479339	0.719221105912
AB_csp_ilingam-connweights	0.500132231405	0.59872351992	0.499896694215	0.693285244394	0.667867768595	0.674973719091	0.433140495868	0.511522540294
AB_csp_emvar-PDC	0.560082644628	0.958639789264	0.801173553719	0.760052454602	0.906776859504	0.6721885141	0.360950413223	0.624031103771
RF_csp_emvar-PDCphs	0.485154958678	0.853363622953	0.668935950413	0.724481402611	0.815212121212	0.889992972714	0.548491735537	0.760860247117
RF_ica_FFTcorrcoefeig	0.607609504132	0.676935824608	0.632675619835	0.593456138421	0.484719008264	0.501776817953	0.489111570248	0.642535400801
AB_csp_var	0.685061983471	0.793318853139	0.688911157025	0.435171343924	0.896181818182	0.631564513917	0.51979338843	0.625612823806
SVC_ica_xcorr-twidth	0.585204545455	0.888640263566	0.710380165289	0.652846012084	0.88296969697	0.805021367521	0.774462809917	0.78957404349
AB_ica_mvar-COHphs	0.465479338843	0.979455603317	0.799851239669	0.802925193872	0.921928374656	0.853313965446	0.405867768595	0.681958207175
XT_ica_mvar-Pphs	0.55795661157	0.848181252174	0.746016528926	0.687090402541	0.876688705234	0.799539512775	0.453491735537	0.775553491146
AB_csp_mvar-GPDC	0.553409090909	0.955221163001	0.735219008264	0.738610586232	0.905966942149	0.695939885278	0.487479338843	0.626474600116
SVC_csp_emvar-PDCphs	0.463305785124	0.976977693387	0.803640495868	0.810563570379	0.951292011019	0.824664918415	0.603553719008	0.840828745756
RF_ica_emvar-DTFphs	0.544419421488	0.853618597508	0.677466942149	0.765620207352	0.821093663912	0.888714635038	0.38708677686	0.76885096492
XT_csp_phase-delta-sync	0.636274793388	0.743717661643	0.693010330579	0.615936301317	0.771038567493	0.739810434663	0.363925619835	0.708917255406
XT_ica_emvar-H	0.517615702479	0.871559951241	0.734958677686	0.678244437113	0.828746556474	0.846272395905	0.648615702479	0.767219010918
XT_ica_mvar-DTFphs	0.619378099174	0.864899797933	0.726033057851	0.712679150462	0.82041046832	0.823095205448	0.572148760331	0.779767027556
SVC_ica_mvar-DCphs	0.576710743802	0.984637234539	0.832847107438	0.819042186964	0.952892561983	0.858601569999	0.615289256198	0.859451631648
XT_csp_ampcorrcoef-low_gamma-eig	0.467373966942	0.549924229934	0.666049586777	0.543977785109	0.589619834711	0.689402509255	0.636074380165	0.630693029942
XT_csp_ampcorrcoef-alpha	0.566010330579	0.721505046539	0.547685950413	0.63294528925	0.695936639118	0.830599547511	0.555020661157	0.699183411322
RF_csp_emvar-eARF	0.529276859504	0.729221952651	0.647667355372	0.771217419993	0.776922865014	0.776523721377	0.487541322314	0.73797947824
SVC_ica_PSDlogfcorrcoef	0.80508677686	0.987505186759	0.752276859504	0.654382925261	0.90252892562	0.939359659948	0.467314049587	0.844485579717
XT_csp_mvar-PCOH	0.633452479339	0.857779541648	0.774481404959	0.662010304297	0.838033057851	0.813445541387	0.579008264463	0.785263709209
SVC_csp_psd_logfBB	0.794099173554	0.984539119994	0.843119834711	0.749726429588	0.895151515152	0.925994960921	0.736074380165	0.872385234119
AB_ica_pib_ratioBB	0.719394628099	0.94443031343	0.817931818182	0.751816882117	0.780451790634	0.744536713287	0.430578512397	0.682843838884
XT_csp_emvar-eP	0.518766528926	0.893317911436	0.703035123967	0.653797393266	0.896303030303	0.909343720005	0.580082644628	0.76970486589
SVC_csp_emvar-ePDC	0.381053719008	0.827933343838	0.744919421488	0.699586228501	0.922721763085	0.793574889163	0.451404958678	0.77483362388
RF_csp_cov	0.659022727273	0.815330086909	0.718055785124	0.5903427545	0.76773553719	0.70434691942	0.313987603306	0.723677783895
AB_csp_ilingam-causalorder	0.673741735537	0.552571596993	0.571944214876	0.593456904912	0.527553719008	0.542249417249	0.506611570248	0.539963911062
AB_csp_ampcorrcoef-delta	0.64275	0.769416276641	0.855681818182	0.705963528388	0.640402203857	0.845345422551	0.433409090909	0.655771401046
SVC_ica_corrcoefeig	0.684070247934	0.819561214995	0.639119834711	0.524484501898	0.744903581267	0.363066467846	0.545785123967	0.737188427073
XT_ica_mvar-S	0.615101239669	0.836674191083	0.729070247934	0.622225521463	0.912906336088	0.875532759724	0.564132231405	0.78081421843
RF_csp_emvar-eSphs	0.547068181818	0.841223476533	0.675070247934	0.631622960053	0.805203856749	0.804670003199	0.461570247934	0.746974340154
SVC_csp_mvar-DTFphs	0.452518595041	0.941960242803	0.868402892562	0.814885776271	0.955300275482	0.839997828968	0.600743801653	0.839617319632
XT_csp_emvar-eDDCphs	0.499262396694	0.60464031997	0.549791322314	0.627097667536	0.727426997245	0.805141345583	0.441053719008	0.678067177417
AB_csp_PSDcorrcoefeig	0.481208677686	0.466984751718	0.745595041322	0.667556128757	0.503669421488	0.744582419215	0.333119834711	0.493284016882
AB_csp_emvar-Pphs	0.520946280992	0.945289851071	0.741309917355	0.789601991542	0.856286501377	0.7252145322	0.546157024793	0.646447762792
RF_ica_phase-beta-dif	0.576448347107	0.843576919042	0.633291322314	0.635899076546	0.793209366391	0.685997417615	0.409338842975	0.728823745298
AB_ica_emvar-eDPDCphs	0.518863636364	0.914910777888	0.740665289256	0.784181704875	0.876198347107	0.789565622286	0.347438016529	0.670325870875
XT_ica_ilingam-causalorder	0.538952479339	0.564974655879	0.497555785124	0.484940663647	0.520870523416	0.593767139723	0.461446280992	0.546132672722
XT_csp_ampcorrcoef-delta-eig	0.55320661157	0.556091616502	0.669987603306	0.655176242797	0.650986225895	0.603176847662	0.425330578512	0.63338547879
XT_ica_emvar-eDDC	0.507605371901	0.663358497331	0.569592975207	0.625418920315	0.69758677686	0.911141962613	0.353719008264	0.682543276142
RF_csp_emvar-Sphs	0.579004132231	0.850731835892	0.718716942149	0.592871472895	0.78544077135	0.808854952237	0.480103305785	0.75512279414
XT_ica_emvar-DC	0.586157024793	0.827644793401	0.703309917355	0.679559134732	0.845203856749	0.798475421637	0.54173553719	0.759271492798
XT_ica_emvar-DTFphs	0.619378099174	0.864899797933	0.726033057851	0.712679150462	0.82041046832	0.823095205448	0.572148760331	0.779767027556
AB_ica_coher_logf	0.558888429752	0.99265053039	0.775227272727	0.722022634794	0.921311294766	0.73048928196	0.363801652893	0.675637520262
AB_ica_ampcorrcoef-low_gamma-eig	0.415479338843	0.396948544	0.599320247934	0.71540472358	0.712710743802	0.69895790484	0.412603305785	0.530604336789
RF_ica_emvar-eP	0.562440082645	0.862880610476	0.695512396694	0.657870756393	0.850512396694	0.862362310892	0.554876033058	0.769657155091
XT_ica_mvar-GPDCphs	0.545964876033	0.858423547767	0.701547520661	0.72117959536	0.825011019284	0.856474816034	0.534462809917	0.775511361899
XT_csp_ampcorrcoef-theta-eig	0.552064049587	0.608816203158	0.573526859504	0.765296381832	0.496512396694	0.531157159834	0.628140495868	0.62593494816
SVC_csp_emvar-GPDCphs	0.463305785124	0.976977693387	0.803640495868	0.810563570379	0.951292011019	0.824664918415	0.603553719008	0.840828745756
XT_csp_emvar-eG	0.485925619835	0.696784963882	0.635026859504	0.633472268045	0.782658402204	0.840636283651	0.37597107438	0.701196134202
SVC_ica_spearman	0.747731404959	0.966994760388	0.775995867769	0.652232053294	0.916225895317	0.867237133781	0.621652892562	0.844803040034
AB_csp_spearman	0.627347107438	0.881252287696	0.707012396694	0.597436189676	0.828247933884	0.677554675716	0.375165289256	0.591641893752
AB_csp_FFTcorrcoefeig	0.384464876033	0.782459915032	0.603898760331	0.518348779781	0.580680440771	0.373197472462	0.551033057851	0.516066840995
RF_csp_ampcorrcoef-theta-eig	0.536188016529	0.632709313328	0.570396694215	0.752710643219	0.525303030303	0.433964932127	0.593409090909	0.606081444781
AB_csp_ampcorrcoef-high_gamma-eig	0.537113636364	0.60064740315	0.675311983471	0.703252685216	0.696958677686	0.768722290781	0.329545454545	0.552809584977
XT_ica_mvar-PCOHphs	0.517640495868	0.818245198205	0.692090909091	0.621342957786	0.858159779614	0.83138511815	0.478223140496	0.752901336514
RF_ica_mvar-GPDC	0.540710743802	0.869167460129	0.729330578512	0.676169914253	0.865699724518	0.83847667855	0.622396694215	0.783787503441
SVC_ica_phase-theta-dif	0.53129338843	0.828549222144	0.688696280992	0.697668069677	0.829719008264	0.866560114722	0.682603305785	0.767116555036
SVC_ica_emvar-eDPDCphs	0.500595041322	0.883430060797	0.772888429752	0.753724010144	0.918809917355	0.765081527949	0.400640495868	0.782723414992
AB_csp_lmom-4	0.609566115702	0.614391352588	0.640929752066	0.691602098184	0.689134986226	0.715050676448	0.585723140496	0.550975624675
AB_ica_emvar-DC	0.568429752066	0.982525750384	0.791805785124	0.793442741503	0.95973553719	0.705692387678	0.576838842975	0.693578386396
SVC_csp_spearman	0.7185	0.953708029655	0.856136363636	0.595092861975	0.924517906336	0.931109739933	0.593429752066	0.845910863382
SVC_csp_lmom-4	0.630119834711	0.815531147769	0.683768595041	0.713033502294	0.718457300275	0.776009529686	0.493636363636	0.706531562529
SVC_csp_mvar-GPDCphs	0.463305785124	0.976977693387	0.803640495868	0.810563570379	0.951292011019	0.824664918415	0.603553719008	0.840828745756
AB_csp_emvar-eDPDCphs	0.538438016529	0.901506309702	0.788909090909	0.753903635497	0.889228650138	0.822468177248	0.471590909091	0.647495412423
RF_ica_spearman	0.660824380165	0.885217619045	0.716969008264	0.568682503024	0.837741046832	0.869758101376	0.555123966942	0.774609597211
RF_csp_emvar-eCOH	0.61276446281	0.920595948727	0.674074380165	0.619764987386	0.85570523416	0.817022030257	0.40847107438	0.761034575037
RF_csp_PSDlogfcorrcoefeig	0.495314049587	0.565050287895	0.562326446281	0.687301020765	0.68114600551	0.655942913296	0.309566115702	0.630820717497
RF_ica_phase-beta-sync	0.631801652893	0.904636139008	0.669223140496	0.551239948145	0.906187327824	0.897835824306	0.416549586777	0.768320335199
XT_csp_emvar-DTFphs	0.555229338843	0.811324129236	0.70226446281	0.705283151542	0.816986225895	0.861972382193	0.45673553719	0.753848518213
RF_ica_emvar-eS	0.585611570248	0.772027405414	0.692210743802	0.653617401331	0.810203856749	0.731419111934	0.670330578512	0.739987384164
RF_csp_emvar-ePDCphs	0.471853305785	0.797505385946	0.643051652893	0.70129953444	0.807121212121	0.802814628182	0.506280991736	0.735214392758
RF_ica_pwling5	0.518948347107	0.687228212852	0.619367768595	0.599047485745	0.629801652893	0.744809520545	0.561053719008	0.672494189069
RF_csp_pib_ratioBB	0.647239669421	0.838114280863	0.738080578512	0.68361686812	0.73861707989	0.789058572147	0.540805785124	0.750305838456
AB_csp_emvar-Hphs	0.532772727273	0.903234752704	0.785053719008	0.841531314464	0.915900826446	0.811518750857	0.478595041322	0.671318316665
RF_csp_emvar-eDDC	0.513652892562	0.657521643378	0.597084710744	0.573630864901	0.758184573003	0.802748925911	0.446818181818	0.688342814325
XT_csp_corrcoefeig	0.474962809917	0.702996674558	0.5105	0.540847838331	0.738319559229	0.906505667535	0.533719008264	0.685731259749
AB_csp_pwling4	0.661702479339	0.605217938534	0.735966942149	0.625118789345	0.657283746556	0.764852998309	0.428016528926	0.552647490595
SVC_ica_mvar-Pphs	0.563016528926	0.960350926635	0.78591322314	0.710908557698	0.956517906336	0.747651857946	0.486198347107	0.835948252133
AB_csp_PSDlogfcorrcoefeig	0.475237603306	0.586510896927	0.670997933884	0.671857972666	0.667906336088	0.692030600119	0.220495867769	0.525821329174
AB_csp_emvar-eP	0.585078512397	0.9712951603	0.713714876033	0.726314814259	0.897520661157	0.925016568399	0.537004132231	0.67882932685
XT_ica_emvar-PCOHphs	0.534659090909	0.840567144466	0.684826446281	0.627303620167	0.825694214876	0.843207242104	0.487685950413	0.761255543322
RF_csp_ampcorrcoef-delta-eig	0.646512396694	0.545817766483	0.665421487603	0.677090335889	0.670851239669	0.635838018191	0.391818181818	0.650233125363
AB_ica_emvar-COH	0.594768595041	0.995502705398	0.709652892562	0.703335199571	0.924809917355	0.858367327117	0.514545454545	0.706819585895
RF_csp_mvar-GPDC	0.586896694215	0.867245253228	0.733099173554	0.622653189766	0.788347107438	0.800470771059	0.479338842975	0.75666406704
XT_ica_pwling5	0.619450413223	0.645725095077	0.578045454545	0.555038341182	0.626716253444	0.74699197861	0.527975206612	0.661860797627
XT_ica_ampcorrcoef-delta	0.554394628099	0.605799082318	0.754787190083	0.61826076669	0.778085399449	0.869183920655	0.49132231405	0.726892528367
XT_csp_emvar-PCOHphs	0.522981404959	0.905122496255	0.728309917355	0.598306656136	0.835947658402	0.76060520362	0.514276859504	0.757312368107
RF_ica_emvar-eDC	0.487944214876	0.781101398374	0.641150826446	0.599558234939	0.806931129477	0.834081767905	0.340661157025	0.700750221733
SVC_ica_phase-beta-dif	0.647311983471	0.906855820332	0.594933884298	0.729470488454	0.92485399449	0.791655240185	0.623925619835	0.806772869071
SVC_csp_FFTcorrcoefeig	0.505198347107	0.840776019977	0.696578512397	0.596714055767	0.618826446281	0.521054721422	0.587438016529	0.726912407866
AB_ica_pwling2	0.59452892562	0.656072900783	0.704376033058	0.742438805741	0.838958677686	0.496040723982	0.485661157025	0.54022578524
RF_csp_phase-high_gamma-sync	0.582128099174	0.926941667107	0.693074380165	0.593089422766	0.810154269972	0.877792346542	0.518946280992	0.751479340612
AB_ica_ampcorrcoef-theta-eig	0.510863636364	0.617163261024	0.707241735537	0.648918915316	0.644988980716	0.690378045157	0.717561983471	0.59873811053
RF_ica_emvar-COH	0.602202479339	0.98259216259	0.686797520661	0.613504793897	0.830016528926	0.917672197084	0.517727272727	0.777437991253
RF_ica_emvar-eDDC	0.557301652893	0.691817705544	0.549415289256	0.61393392853	0.721429752066	0.847917809315	0.340041322314	0.685030813224
XT_csp_emvar-eDPDC	0.505006198347	0.6155606906	0.644361570248	0.645343504327	0.783319559229	0.820928458796	0.369297520661	0.687111049943
XT_ica_emvar-GPDC	0.540260330579	0.861935111675	0.695239669421	0.651116609846	0.840730027548	0.894407879702	0.385289256198	0.750173333945
SVC_csp_psd_logf	0.734830578512	0.964058768936	0.875688016529	0.744902305803	0.925388429752	0.914101421454	0.686280991736	0.868939046396
RF_csp_ilingam-causalindex	0.559539256198	0.565925972527	0.556830578512	0.552594736544	0.563311294766	0.563565519448	0.435371900826	0.619057482338
RF_csp_var	0.609644628099	0.62269869625	0.597361570248	0.519845868784	0.811699724518	0.639200260524	0.53944214876	0.666288573875
SVC_csp_emvar-eDC	0.412446280992	0.908375683646	0.77058677686	0.659718298125	0.938878787879	0.82452208739	0.385805785124	0.805648377527
RF_csp_emvar-DC	0.534702479339	0.87014690459	0.700311983471	0.643960022528	0.816446280992	0.768666586681	0.439256198347	0.752308239288
AB_csp_ampcorrcoef-beta	0.532183884298	0.416458867622	0.63407231405	0.672885636304	0.800699724518	0.662300322227	0.663842975207	0.583733064195
RF_ica_emvar-Sphs	0.534799586777	0.941404243952	0.68808677686	0.655858485882	0.770730027548	0.849400395356	0.425847107438	0.75587156314
AB_csp_phase-alpha-dif	0.549979338843	0.76310332063	0.658842975207	0.608639079678	0.865019283747	0.794224770328	0.461838842975	0.606532862342
AB_ica_psd_logf	0.64566322314	0.90622828168	0.770103305785	0.797706527499	0.877228650138	0.68432200969	0.558078512397	0.681893216503
