	Dog_1	Dog_2	Dog_3	Dog_4	Dog_5	Patient_1	Patient_2	all
865c68add92cb8fff08be6599b679635	0.755898305085	0.809	0.84880994974	0.843687454592	0.823510553032	0.786363636364	0.961081081081	0.79938704028
9f1507fe0a20d5c3728b6fe6ed044cf2	0.82893220339	0.916666666667	0.905436578925	0.763774637325	0.765802831953	0.738636363636	0.700720720721	0.801401050788
cb1db3cb789ef588e5161da494674873	0.997576271186	0.998666666667	0.998119090212	0.987196793925	0.997114613946	0.984545454545	1.0	0.996672504378
3e57e105c9d5a11774f6bd4da4aa0f35	0.982974576271	0.998666666667	0.997970866343	0.984951604209	0.982687683676	0.98	0.98990990991	0.993520140105
14677f6d025df8a1a3becc3a795c6171	0.991516949153	1.0	0.998125905103	0.991694204223	0.988458455784	0.986818181818	1.0	0.996935201401
ae24732807a2b991648e7359fd888932	0.767872881356	0.961333333333	0.97605417838	0.876767676768	0.919556505477	0.974090909091	0.995315315315	0.93415061296
f39c7ff74d06b1baf9d44f89b298e2d7	0.767322033898	0.852333333333	0.973425334356	0.935241041506	0.866791343842	0.892272727273	0.975855855856	0.921541155867
026c4f804ba6035ec06b029aec825e68	0.982127118644	1.0	0.998752875032	0.995502589702	0.967753139193	0.97	1.0	0.995183887916
3505ee47d53bee7a237d259cc1cd654a	0.994728813559	1.0	0.996244995315	0.989291991844	0.976916911568	0.984545454545	1.0	0.995796847636
2d0ab7c60106b0ae578ee4ac8856a61c	0.994728813559	1.0	0.996400034074	0.989291991844	0.976916911568	0.984545454545	1.0	0.99588441331
2afb1da61c4f9a96812d74d7ef50c66a	0.72093220339	0.672333333333	0.601780390152	0.933579413626	0.759845044082	0.749545454545	0.702702702703	0.753590192644
85e9b8b101ad04b727964089111fabaf	0.74393220339	0.805333333333	0.865373541187	0.894162038014	0.742746460059	0.851363636364	0.956936936937	0.77408056042
633b2bb71273133fcb2952ffae9a812a	0.990305084746	1.0	0.994991055456	0.990609107314	0.991343841838	0.983636363636	0.995315315315	0.995971978984
78c76c8cc1b7400ff56b9d6e0d6fbe2f	0.74393220339	0.805333333333	0.865373541187	0.894162038014	0.742746460059	0.851363636364	0.956936936937	0.77408056042
e7c4e3b4a2dfcc6b9aa6467f7c81a75b	0.756533898305	0.808333333333	0.884603458557	0.903838852563	0.846086027251	0.886818181818	0.950990990991	0.826532399299
016284ddf24c9c11d67c7b4da0a2d186	0.791957627119	0.785333333333	0.92012266803	0.871072675713	0.790649211862	0.789090909091	0.75009009009	0.837127845884
78d0888728d84b44c0b901a5c5ef95dd	0.972372881356	0.994666666667	0.989038248573	0.98215331974	0.93296820732	0.973636363636	0.995315315315	0.988353765324
bd48942e88f6c27bac67cdbd5f360529	0.988127118644	0.999333333333	0.997498935173	0.994178443366	0.982180069463	0.985909090909	0.995315315315	0.995971978984
68b6983c65bc074439a7311cf491347e	0.822550847458	0.666666666667	0.743925376949	0.647134922309	0.687924125033	0.730454545455	0.767027027027	0.624781085814
58dcd860d4adf874a4a617ac594f076c	0.991881355932	0.999333333333	0.996238180424	0.985176591905	0.984050227091	0.978636363636	0.995315315315	0.994921190893
a625a3fe23349fa7c86ad4d670c302e5	0.973042372881	0.997666666667	0.994357270636	0.979437062036	0.974031525514	1.0	0.990630630631	0.991418563923
a2081fa11e0321a8dfdac9de98fff91d	0.898737288136	0.935	0.948752023171	0.924542407837	0.849906492119	0.892272727273	0.981261261261	0.926269702277
85e9b8b101ad04b727964089111fabaf	0.74393220339	0.805333333333	0.865373541187	0.894162038014	0.742746460059	0.851363636364	0.956936936937	0.77408056042
cb1db3cb789ef588e5161da494674873	0.997576271186	0.998666666667	0.998119090212	0.987196793925	0.997114613946	0.984545454545	1.0	0.996672504378
7be48f6bca99676720e60c83adffb7e1	0.701305084746	0.682	0.637524491013	0.652056528159	0.562864012824	0.780454545455	0.838558558559	0.567425569177
4dda1f841b49692530e14319801e32f6	0.982313559322	0.995666666667	0.995928102905	0.976912981321	0.983382313652	0.956818181818	0.990630630631	0.98704028021
708de84818090b6b59ca9a15ea3983b9	0.921262711864	0.968666666667	0.973897265525	0.934034076261	0.915869623297	0.965454545455	0.997297297297	0.956217162872
ccc1a8ba983ac816dbe7bd4bd887d953	0.900194915254	0.971333333333	0.992328136979	0.961721624599	0.918060379375	0.946363636364	0.985945945946	0.963047285464
b312e6592d3643b384eadbba23022494	0.947906779661	0.988	0.987939347474	0.985026600108	0.923804434945	0.954545454545	0.995315315315	0.982661996497
63f89190b0d60fb6f933f28fea326872	0.991516949153	1.0	0.997498935173	0.977737936207	0.978787069196	0.988181818182	0.98990990991	0.993082311734
7415abfdac93d43f64ca47a6d865a542	0.755788135593	0.830333333333	0.627540676378	0.924741615693	0.806518835159	0.812272727273	0.874414414414	0.816199649737
11b98f6c9ece159bbedc62b90f4cfde9	0.946813559322	0.983666666667	0.986854076156	0.952473692845	0.918567993588	0.945909090909	0.985225225225	0.972066549912
339c06ebde76e980b58eea0e58d4e495	0.993881355932	1.0	0.995611210495	0.98890295062	0.987950841571	0.982272727273	1.0	0.995971978984
94a28784ff83f758bdb63ef145c423cd	0.900194915254	0.971333333333	0.992328136979	0.961721624599	0.918060379375	0.946363636364	0.985945945946	0.963047285464
58ee21507d4c33c5f8fe0a1639bc3cba	0.88363559322	0.956	0.987939347474	0.958513206309	0.908388992787	0.954090909091	0.990630630631	0.962434325744
d5658cb34ba0524f203e392f59f4595b	0.950813559322	0.994666666667	0.989665218502	0.954172818674	0.920571733903	0.988181818182	1.0	0.978896672504
515dcec10be31232d954896c167c3ad5	0.955228813559	0.999333333333	0.994829201806	0.977109845555	0.932620892332	0.985909090909	1.0	0.988353765324
1799481d085f989fbc6a0d302608dc6f	0.890237288136	0.949	0.988876394923	0.96509878366	0.889393534598	0.953636363636	0.990630630631	0.962784588441
a656dd7566b6e169be2933aa2febf79a	0.883355932203	0.918666666667	0.94842831587	0.935829290586	0.836494790275	0.934090909091	0.995315315315	0.926882661996
814621d6ca221ff1c8d564938e5a8ba2	0.99636440678	1.0	0.996555072834	0.989524010406	0.976916911568	0.980909090909	1.0	0.996147110333
033089afb72f676a4b2bb0144962feec	0.846406779661	0.806333333333	0.847433341852	0.894762005203	0.864493721614	0.775454545455	0.914594594595	0.823292469352
e375373d3d813921e7db0c3ef074ef90	0.861271186441	0.959666666667	0.987629269955	0.9355410251	0.898022976222	0.958181818182	0.969189189189	0.95761821366
8f7e1a179ab27e1487b876f874dd9e64	0.883355932203	0.918666666667	0.94842831587	0.935829290586	0.836494790275	0.934090909091	0.995315315315	0.926882661996
7568c8a1b16450dff0bd7acf2f60face	0.995940677966	1.0	0.996871965244	0.988438913497	0.976916911568	0.984545454545	1.0	0.995796847636
dce024e36f5f314d3df7606fecbad5f0	0.927669491525	0.987666666667	0.990292188432	0.970299280508	0.952310980497	0.957272727273	1.0	0.979246935201
9854e710c59d994aceca4dbffcea0d2f	0.977042372881	0.997333333333	0.994357270636	0.987742857812	0.962489981298	0.992727272727	0.990630630631	0.992294220665
2cdbc1b94213dfd41a853d2ceb511070	0.903872881356	0.872666666667	0.979473549706	0.93387939722	0.886935613145	0.738636363636	0.917837837838	0.890455341506
b1469e7e4732004d548f8198b90b6ce7	0.913262711864	0.945	0.994047193117	0.953319740327	0.937563451777	0.997727272727	0.990630630631	0.964886164623
68b6983c65bc074439a7311cf491347e	0.822550847458	0.666666666667	0.743925376949	0.647134922309	0.687924125033	0.730454545455	0.767027027027	0.624781085814
dd282c5abbd2bd7fb4292f858400bb5a	0.952754237288	0.944666666667	0.990150779453	0.969774309217	0.964226556238	0.967727272727	1.0	0.970315236427
c3031abd79049d41495c95740f2da93b	0.971830508475	0.997666666667	0.994357270636	0.979048020811	0.974031525514	1.0	0.990630630631	0.991330998249
4437e560a6873fdf74628b7d423f280c	0.669754237288	0.666666666667	0.618969247806	0.614849187935	0.829869088966	0.723636363636	0.881081081081	0.584588441331
133d0211ad24d2b5078058e4c25bcb96	0.986550847458	0.998666666667	0.998435982622	0.992083245448	0.982687683676	0.986818181818	1.0	0.996059544658
